komentar,Label
hebat nak banggah orang & tuan nya anak nya pintar allah anak ku sperti anak santri allah aamin,positif
salah berbicara bhs arab pas lulus pondok pesantren mambaus sholihin bhs seharidankutipan pas pulang berbicara sma teman keceplosan bhs arab,negatif
barakallah ustadz adi hidayat,netral
pondok pesantren ya saudara,positif
emang dpondok mesti pakai arabinggriskalo indo lu kena tajir ato d rendem d balong,netral
masyaallah tabarakallah calon ustadz,netral
masyaallah keren bangga santri batabata pamekasan,netral
sklhkan kairo tu pk ustadz,netral
bahasa inggris salam pondok madura anak pesantren bahasa arab inggris gramatika arab lebis sulit,negatif
alhamdulillah mondok gontor pake bahasa arab,netral
budaya hina keselek liat santri didik dilingkungan pendidikan hafidz qur & an bahasa arab arab menghargai tamu pondok arab cocotmu ribuan tka cina sipit komunis ttp pake bhs cina cari makan berak tanah indonesia,negatif
masya allah tabarokalloh semoga anak anak fasih berbahasa arab ustadz adi hidayat anak madura aamiin yaa alloh yaa robbal & alamiin,netral
masyaa allah salah pondok terbesar madura mambaul ulum bata bata skrng santri nya uah semoga ilmunya bermamfaat,negatif
uah alim pake bahasa arab indosantri orang alim bicara pake bahasa arab arabpadahal sekelilingnya bnyak orang awam salut dg santri itutapi,netral
alhamdulillah dg ananda termotivasi memasukkan anak pesantren,positif
uah ustadz panutan is the best,positif
keren ni santri,netral
orang madura santri pondok pesantren bata bata pamekasan madura,positif
santri pondok pesantren batabata madura pamekasan,positif
i love ustadz hidayat,positif
assalamualaika ya ustad assalamu & alaikum alhamdulillah kholass keinget jaman mondok makasih memori bismillah berkah ilmu manfaat si adek bismillah kun fayakun alhamdulillah,positif
hebat anakpasti bangga banget orang tuanya sekolah pondok mendidiknyasaya nonton bangga bngt,positif
masya allah ustadz ustadz hebat betapa bangganya orang tuanya adek semoga anak soleh amiiin,positif
subhanallahkakak santri pintar alwi kakak uah bahasa arab arab subhanallah,netral
santri batabata sumenep madura,netral
anak pesantrenyang sibuk maen hp mulu sungguh bljr islam,positif
acara hadiri anak pesantren wajib menggunkn bahasa arab arab kesehariannya salut kagum orang orang semoga keturunan kelak,positif
tdk santri sombong mesti santri segan santri mski umur dibawa,netral
anak pesantren bhs sehari inggris arab jd dh denger alhamdulillah amiiin,positif
tau mondok dimana bang,netral
bismilah semoga petunjuk alloh belajar aamiin,netral
ank pesantren padai bhs inggris n bhs arab,positif
mengagumi ustadz d masyaallah pinterrrrr ga ketulungan wkwkwkwkwk,netral
santri kaleng kaleng,netral
salah pondok tertua madura diragukan alumninya masyaallah,negatif
love pondok bata_bata,positif
klo orang pondok b si but nice try,positif
kl dna ust adi hidayat dicloning masya allah ustadz jenius,netral
brfikir mencoba ustadz tanyai berilmu ank cerdas mencari guru brkualitas smoga bsa mnjadi ustad brkualitas,positif
pesantren wajibkan berbahasa arab faseh bhs arab sm maduranya bingung pakek bhsa indonesia,positif
cecar bahasa arab apapun ustadz hidayat emang ustadz kaleng kaleng broo kualitas ilmu nya mumpuni,netral
anak pesantren,positif
anak pesantren,positif
waauu subhanallah santri mamba & ul ulum batabata pameksan madura,netral
luarbiasa iri santri in alhamdulillah,netral
santri pondok pesantren bata bata pamekasan madura jatim,positif
madura daerah santri pendahulunya ahli agama syeich kholil bangkalan madura bnyak ahli agama ahli agama indonesia berguru syekh kholil bangkalan syeich hasyim asy & ari nu & amp syeich ahmad dahlan muhammadiyah nasab nya tersambung kanjeng nabi muhammad saw sejarah mencatat syeich kholil bangkalan madura berguru syeich nawawi albantani al jawi banten waallahu & alam bishoab,netral
anak pesantren mah udah makanan sehari,positif
assalamualaikum ustad nani anak anak mondok mohon doa pondok ustad semoga anak anak pintar soleh ustad karna masaallah ustad luarbiasa sempurna diciptakan allah semoga allah surga dunia ahirat amin terimakasih asalamualaikum,netral
alhamdulillah bertambah lg ilmu terima kasih ustadz adi hidayat,netral
pesantrennya hidayat,positif
umur asrama ustad,netral
yaallah bahasa arab arab hafal al & quran semoga dngan izin mu ridhomu anak ku karna mreka belajar pesantren smua aaamin,positif
alhamdulillah allahuakhbar ulamaustadz indonesia ragukan lg basaarab & ny barakallahufikkum,netral
aaamiin ya rabbal & alamiin lebay ustadz tamunya kyai pondok negeri berbahasa arab,netral
faseh ustadz,netral
as & salamualaikum wr wb masya allah adem klu udh mendengarkan ahli agama & santri ahlul alqur & an ya allah jadikanlah putra putri cucu keturunan hambamu penghapal alqur & an ya allah berilah mudahkan hambamu ya allah menghafal alqur & an belajar semoga mudahkan berilah hambamu ilmu bermangfaat orang aamiin & & ya rabbal alamin,netral
ما شاءالله لا حولا ولا قوة الا باالله العلي العظيم senang menyaksikan percakapan siswa ustadz adi bahasa arab arab lancarnya ustadz adi hidayat,netral
masyaallah ustadzsemoga kelak putraputricucu ketrunanku mengikuti jejakmuaamiin,netral
semoga allah swt mudahkan anak hafiz alqu & andan pertemukanlah anak ustadz adi hidayat ahli agama panutan kamiaamiin,netral
alumni pondok pesantren mambaul ulum bata bata pamekasan madura jawa timur,positif
fawaid teman ngaji pondok,netral
opini banh bilang bahasa arab kafir inget banget mi madrasah swasta salah guru b inggris bilang & kutipanbahasa arab inggris bahasanya orang kafir belajar bahasa arab kafirdankutipan,negatif
beda jokowi santri pondok api tegalrejo orang pemalang santri salah pesantren bata bata,negatif
ustadz adi menterjemahkan,netral
madura dn santri ponpes mambaul ulum batabata pamekasan top bahsa arabnya,positif
masya allah alhamdulillahh mondok pesantren daruttauhid bahasa arab arab,positif
mondok ente ape,netral
masya allah pondoknya dkt dg qu,netral
si somad ustadz abal abal ujaran kebencian,negatif
hati lisan mu bg darah hidup ustadz beracun jgn sampe racunnya menyebar tubuh mu,negatif
bikin iri lakilaki ustadz adiluar baiknyaceramahnya,positif
barangkali lu paham santri paham,netral
ya allah kagum banget ustadz adi hidayat,netral
masya allah keren mita doanya ustadz anak semoga anak soleh solehah,netral
mentri agama ajak berbicara arab jg dooong kn besiknya pesantren gus sih bgitu,positif
klo pribadi gak apaapa bahasa arab arab krn menghargai tamu ustadz indonesia qt d indonesia sesuai bahasa arab tkutya ngert bahasa arab arab aminkan jamaah d lg doa,netral
khususon ila syakhina wa murobbina dun yan wa ahirotan almarfurlah kyai thohir mambaul ulum batabata alfatihah,negatif
orang madura pamekasan pondok bata²,netral
ponduk pesantren bata bata sumuga kedepannya,positif
santri bata bata,netral
keles anak dinegeri arab pda jago bahasa arab arab tpi d negeri santri bahasa arab arab sgt heboh seakanakan pdhl d kalangan pesantren,positif
lu lu bahasa arab arab kalangan pesantren kah lu menghargai karna emg mudah fasih bahasa arab arabasing kalimat lu mengarah merendahkan kayak remeh banget respect brother udh gtu bandinginnya anak arab udh bahasa arab,negatif
kalo pesantren emang ngajarin bakunya,positif
mashaallah video berniat memasukkan anakku satunya masuk pesantren klu tamat sd inshaallah semoga allah meridhoi kemudahan aamiin,positif
amin mudah²an berkahi allah swt mohon maaf bu cuman nambah dikit mudah²an membantu anugrah niat memondokkan sang anak pesan bu karna komen memondokkan anak cuman anak satu²nya laksanakanlah bu memikirkan kesepian rumah karna anak bahagia dunia akhirat jalan ambil memondokkan sang anak sedih tinggal sang anak karna berpisah dunia kelak insya allah menyatu akhirat maksud berpisah memondokkan anak pondok kumpul dunia akhirat kelak anak berpisah lihat la bu betapa banyaknya orang tua sengsara tuanya meninggalnga karna hidup sang anak bekali ilmu bekal pelajaran agama meninggal satupun pondok anak mendo & akannya lantaran sang anak ajarkan baca do & orang meninggal lihat orang menyekolakan anaknya s s satupun pondok meraka mensholatinya sang wafat berbeda anak bekali ilmu agama ditemui pesantren amal jariah pesan bu memondokan allah menguji sang anak orang tua bersabar mudah²an kumpulkan syurga amin bu salah pilih pesantren bu karna pesantren memiliki pemahaman salah pondok sarankan jawa timur mencetak ahli agama pondok pesantren dalwa bangil sidogiri jombang dll daerah jateng jabar,negatif
pas masuk pondok & kutipanngomong sih anjirdankutipan pas masuk pondok & kutipanfasih uga anakdankutipan,netral
wasit sepak bola bahasa arab arab nya & kutipanوسط & kutipan jdi maksud wasatha sprti ustadz hidayat bnar islam agama mengajarkan memperbaiki menjaga aspek kehidupan dunia akhirat bekal akhirat nya,positif
ass wr wb hongkong hadiiiir ustadz masya allah,netral
teman pesantrennya jawa fasih bahasa arab arab inggris cman fasih bahasa arab jawa indonesia,positif
berbeza jahil zalim orang petunjuk,netral
ustadz pintar hafal isi alquran ustadz perampok memaksa kedok sedekah otak ny duit duit duit,netral
masya allah baca alquran terbata bata santri fasih bahasa arab arab semoga doa pondok ahli agama ahli quran ahli agama ijabah allah subkhanahuwataala aamiin,netral
argumen ustadz video yg argumen ayat,netral
nyinyir lihat video teliti komplit sebelah ustadz ahli agama berparas indonesia non indonesia kebencian hati mata gajah jg lihat,netral
pondok pesantren insya allah bahasa arab tu,positif
subhanallah pondok batabata terimakasih membanggakan pondok tercinta,netral
santri pondok madura,netral
sewot dah santri melatih cakap bahasa arab arab nya,netral
belajar bahasa arab arab mengarabkan budaya mudah menimba ilmu islam lanjutkan nak barokallah pesantren terbiasa mengutarakan bahasa arab vidio pembelajaran bravo,negatif
knp komen dek mondok ya dek biar tau,netral
anak santri ustadz salah pesantren lupa salah video santri perempuan jawa tasrifan videonya menyenangkan banget,negatif
judulnya santri cantik baca kitab kuning kalo salah,negatif
berkomentar bahasa arab arab orang orang sekelilingnya mengerti heem lihat komentar ustadz anak tamu pondok arab ujung ujungnya diartikan ustadz adi hidayat ya,netral
anak santri kosakata nya emang pake bahasa arab arab bro,netral
kalo liat muka anak wajahnya santri sepeda pondok jokowi,netral
santri pondok pesantren mambaul ulum batabata pamekasan,positif
plus kegiatannya lingkungan pesantren mayoritasnya mengerti bhasa arab,positif
lucu ustadz hidayat udah terjemahkan paham syekh mangkanya pake bahasa arab arab,netral
kebanyakan nonton anime sampe otak rusak kurangin dikit bang jg nonton anime tpi kayk abg smua nya udah terjemahkan ustadz paham,negatif
emg lupa kah ustadz nya bercanda,netral
karna tamu orang negri pondok timur menunjukan orang indonesia jg berbahasa arab artikan ustadz,netral
masya allah pingin bangett anakku fasih bahasa arab arab aamiin santri trsb coba umrohkan ustadz,netral
ustadz adi hidayat ilmunya selevel dg gus bahabanyak orang panggil kiayi ilmunya berilmu panggil kiayi ustadz orang pandai sholeh sesungguhnyameski pondok pesantren,positif
bahasa arab arab ustadz adi cerdas ilmu nya luas bahasanya fasih kaffah,positif
santri madura,netral
hadirinnya khalayak pesantren sih poliglot paham paham diterjemah uah nangkep jg,positif
dunia bhs inggris bbrp pendidikan pesantren menerapkan bilingual mengedepankan bhs arabnya anak pd bea siswa utk menerus belajar kairo dskt nya semoga bnyk anak muda sekaliber uah dlm mengusai ilmu berakhlak luhur,positif
barangkali jama & ah bantu kasih info mengikuti pengajian rutin ustadz uah tinggal bgrtks,netral
santri bata,netral
alhamdulillah maturnuwun ustadz,netral
hallooo sugik nur ngaku ustadz coba berkaca pondok uah gih,netral
tdk mencintai negri lingkup pesantren dmna santri kepda guru negara & berbahasa arab tdk bhs indo,positif
madura kota santri bismilla,netral
n kesempatan terulang lagidi pesantren mls bljr sgt menyesal,positif
astaghfirullah sedihnya aq prnh ilmu bahasa arab arabkukarena dipondok lgjadi lupa alhamdulillah aq msh memahami dialog bahasa arab arab,netral
ustadz bantu do & kn anak anak shaleh shalehah anak allah swt nabi muhammad as anak cinta al qur & an mencintai keluarga muslim,netral
fix ni santri jenius,negatif
mashaallohya robb al ustadz adi hidayat sesuai kaidah,netral
belajar dipondok,netral
allahamdulilah guru pondok,netral
orang tuanya orang hebat cita cita anak mondok bhs arab tspi allah berkehendsk anak panggil allah swt,positif
setahuku emng pondok bata pondok terbesar pamekasan santrisatriwati ribuan disana bahasa arab inggrisbhs arab mandarin lainlain,netral
namanya abdul wahid pondok madura pondok pondok bata,positif
masya allaah tabarokalloh ustadz syeikh smuanya,netral
alumni pondok pesantren mambaul ulum bata bata,positif
kangen mondok d pesantren d mna berbahasa arab sembunyi berbahasa indonesia tamat pesantren kuliah ambil jurusan pendidikan bahasa arab inggris biar cakap inggris alhamdulillah bangga anak pesantren berbahasa arab belajar bahasa arab arab sulit d bandingkan bhasa inggris,negatif
alhamdulillah indonesia py ustd adi hidayah very smart,positif
madura terkenal caroknya pelajaran agama menekuni sapa pendatang alhamdulillah sopan alhamdulillah ya allah bangga anak madura trima kasih ya robb karna madura kyai plajaran agama bhasa pondok negri terima kasih ya robb karna madura ahli agama kyaidan habaib mengamalkan ajaran allah nabi muhammad i love you madura,negatif
ustadz nya jama ah maiyah subhanallah,netral
semoga allah menjaga ustadz adi hidayat,netral
nyesel masuk mts pesantren,positif
masya allah semoga ustadz uah ya dekistiqomah ya dek,netral
mondok bata² madura anak pondok bata² pinter² bnyak hafiz bicara bahasa arab arab,netral
inget pondok bahasa arab arab percakapanya,netral
suka gedek orang menjelekdankutipan ahli agama ilmu orang awam gada apadankutipan nya ahli agama nya santrinya keilmuan,negatif
pondok batabata emng ad obat,netral
ya gontor hati tp dibata bata bahasa arab madura dipakek sah dibandingkan bandingkan kelebihannyabkarena dipondok bata bata bhasa sehari harinya bahasa arab madura al amin madura dah bahasa arab arab bahasa arab inggris disana mank diwajibkan,netral
sekolah pesantren santri diwajibkan komunikasi bahasa arab arab inggris kebanyakan menguasai bahasa arab,positif
masya allah khairukum manta & allamal qur an wa & allamahu nonton bangga calon ustadz cerdassmg amanah tawaddu & k istiqomah aamiin yra,positif
gk bro madura klok pondok bro anak anak madura mondok,netral
kalok pondok madura udah ajarin bahasa arab arab,netral
uahustadz cerdas bkn ustadz kw ustadz duit semoga allah panjangkan umur beliau amiin,positif
ustadz ilmunya tingkat dewa,netral
mantap santri madura,netral
status santri berrti belajar bergelar syekh kyai habib bahasa arab arabnya acakan patut santri mencobamempraktekkan ilmu bahasa arab arabnya,netral
bangga bngt jdi orang tua santri itusmoga istiqomah sekeluarga,netral
mantabsemangat santricalon ustadz,netral
gk heran orang mdura krna persen bnyk yng mondok jdi normal pandai bhsa arab ap lgi pondok bngkalan mekasan yng bhsa nya sampek jepang,positif
bangga indonesia ustad adi hidayat lcma ilmu pondok pesantren nya ilmu akademisi nya bahasa arab arab nya bagus ilmu fiqh nya mateng hafidz quran sekedar hafidz quran tau persis letak posisi ayat surat lainlain kitab posisinya dimana lembar tau subhaanalloh mudahan ahli agama beliau indonesia,positif
orang awam bilang ulamaahli agama menilai ustadz metode manhaj nya gak takjub kliatan pinter hati kah metode fiqihnya,netral
mantab santri bata bata,netral
kl santri pandai berbahasa arab inggris,netral
sekolah pesantren wajibkan komunikasi bahasa arab arab inggris anak santri pandai bahasa arab inggris arab,positif
santri pondok keren,netral
keren santrinya semoga kelak pemimpin shalih,netral
moga moga ustadz artis tv bahasa arab adab kaya gini,netral
pondok pesantren bata bata masyaallah tabarakallah,positif
masha allah bahasa arab arab nya mantap mondok dek bikin iri,netral
gua seneng mencintai santri ahli agama,netral
kepengen skali miris ustadz adi hidayatkapan bertemu lagiterkahir bertemu mesjid al markaz makassar,netral
bangga santri batabata pamekasan madura,netral
nama pondok pesantren nya ya thx,positif
pondok pesantren mambaul ulum batabata pamekasan madura,positif
pondok pesantren kecilcilik dewasa putraputri silahkan,positif
nama nya santri ya bahasa arab arab terkecuali yng anak smp negri mah,netral
gtu bang bocil maksud ku orang santri wajib disuruh bljr bahasa arab arab berbicara berbahasa arab ya keren lu santri manusia kek orang lu bilang kek rendahin gtu,negatif
salah saudara pondok,negatif
payah lu namanya edukasi kebanggaan orang indo fasih berbahasa arab alhamdulillah kebnyakan komen orang video pengen bahasa arab bhasa alqur & an pengen memasukan anaknya pesantren ambil positifnya bro,positif
masyaallah betapa bahagianya orangtuanya maaf ustadz b arab ybs,netral
sungguh semoga santri berkahi urusannya & amien,netral
uas ustadz abdul somad uah ustadz hidayat trus auh,netral
abdul wahid pesantrennya dimana ya,positif
pesantren bata bata madura,positif
langsung instagram pesantrennya,positif
jamaahnya indonesia ustadz adi hidayat berbahasa indonesia mesti bahasa arab arab sungguh allah tau niatnya,netral
kah hukum nya anak berbahasa arab bahasa arab dlm sholat dlm syurga dlm firman ustadz berkelulusan mesir ditemani orang mesir hukum nya difitnah riak,netral
salam madura pondok pesantren al amien prrnduan,positif
santri udah pa narasumber nya pondok arab,netral
bahasa harian pondok,netral
subhanallah pondok madurasaya langsung nyantri batabata guru alumni batabatabatabata pesantren terbesardan pesantren melahirkan kyaikyai besarbesar indonesia,positif
anak pesantren smua dn qt berbicara sehari jg pke bhsa arab qt orang jawaalhamdulillah,positif
anak ngmg sm ortunya mma dn aby nya pke bhsa jawa halus bu tmn santri dn saudaranya pke bhsa arab bhkn dy jg piala pemenang pidato bhsa jwa halus pesantrennya insyaalloh berkah alhamdulillah aamiinnn,positif
masyaallaaah faseh bahasa arab nya belajar nak barakhallaah fii ilmi ustadz,netral
menghormati tamu liat tamunya lagipula pesantren dibiasakan bahasa arab arab gontor dihukum mudabbir terketahui pakai bahasa arab indonesia,positif
acara pondok pesantrenpesertanya santri ngerti bahasa arab arabkita nonton youtube bahasa arab arab,positif
jdi inget jaman nanya ustadz pke bhs arab eh udah lulus masuk dunia pekerjaan jdi lupa v pfftt,positif
semoga allah mu petunjuk aaminn,netral
lingkungan pesantren setingkat boarding school gontor bahasa arab pengantar diwajibkan arab inggris bos menghormati tujuannya mencetak generasi terbaik halnya sekolah kristen bahasa arab pengantarnya mandarin inggris indonesia,positif
prinsipnya menekankan muridsantri fasih bahasa arab asing so prasangka,netral
pamer pesantren tuntut bahasa arab indonesia daerah kebawa lingkungan masyarakat pengalaman sih mondok pas lulus,positif
suka nyindir orang ngaji google mondok baca kitab kuning eh wkwk,netral
nonton video orang tuanya bangga sia masuk pesantren,positif
santridankutipan mambaul ulum bata bata pamekasan madura emang hebatdankutipan ajarkan bahasa arab bhs arab ingris mandarin korea jepang turki india lainlain nya mambau ulum bata bata keren banget,positif
santri nanya pakai bahasa arab indonesia ustad uah menerjemahkan ketinggian hati sekecilpun,netral
tdk santri fasih berbahasa arab inggris bangga santri berbahasa arab inggris,netral
beranda pengingat & kutipankamu apanyadankutipan masya allah pesantren batabata dimana ya anak insya allah pengen daftarin pesantren kesana,positif
bagus pesantren kuno melegenda tanah jawa,positif
madura & amp malang kental bahasa arab arab pesantren disana bener bener mendidik,positif
belajarlah pondok ustadz rendah hati kuat ilmunya mendalami al qur & an as contoh nabi pondok ust beken masuk tv bawa nama ormas ilmunya dikit sisanya pendapat pribadi menyesatkan ilmi,negatif
pamerkarena ustadz pemateri pondok arab semuamereka penerjemah,netral
alhamdulillah pesantren bata bata bahasa arab pelajari,positif
klw ustad initerasa skali klw nya banding merekakita baca alfatihah bnyak salahsemoga allah kesehatn ustadzdankutipan semuaamien,negatif
uah ulamakyai uas gus baha kh idrus ramli buya yahya ustad oemar mitha lainlain contoh teladan berbeda pengamalan ilmu hukum islam furu & mencela menghargai salafi wahabi,positif
but tekuni gk sulit orang indonesia udh kek suruh bahasa arab indo inggris arab nya wajib kek nomor gtu paham maksud ku ente lulusan pesantren paham banget bahasa arab arab,negatif
ustadz adi hidayat ilmunya masyaallah,netral
alhamdulillah teman kelas pesantren,positif
ya ustadz adi hidayat berkunjung gontor,netral
serasa didoakan santri,netral
mondok ajah kemadura biar bahasa arab tau,netral
anakku mondok madiun caruban jawatimur,netral
iya bos pondok madiun salam sejahtera jabat erat anakku mondok bos yatim ibunya wafat,positif
mondok & in pondok alamien alhamdulillah lulusan disana insyaallah yng belajar bahasa arab inggris arab disana insyaallah,netral
alhamdulillah lughah nya udah bagus pas pas ustadz adi hidayat kam indaka as & ilah trus tsaniyan su & alan itsnan & indi su & alani,netral
gue demensantri cerdas,positif
ustadz hidayat pondok pesantren,positif
subhanallah adik santri nya,netral
ustadz hidayat mkn ny ap ya cerdad banget semg anku sepdrti ustadz,netral
dlu pengeeeeeeenn bangt anak sprti iniwalau berusaha memondokkannya takdir laincuma kuat sanggup lg tnggl pondok,netral
saranin mondok anak anak memiliki otak cepat tanggap kalo anak anak sikap nya suka bergauldan suka belajar,netral
subhanallah madura pondok bata bata alhamdulillah subhanallah,netral
wihh pondok ku tercinta & kutipanmambaul ulum batabatadankutipan,netral
santri mambaul ulum bata bata pamekasan madura,netral
anak pesantren ya pondok viralkan,positif
ustad hafid quran beliau imam pondok al ustad ghazali romadhon,netral
santri mts muhadhoroh crmah pngajian madrasah d masyarakat pas muhadhoroh bahasa arab arab doa diamini hhe pglaman pribdi hhe,positif
pontuk tapetah pondok batabata madura pamekasan,netral
bangga lulusan pondok pesantren,positif
santri batabata pamekasan,netral
santri bata bata madura,netral
kalo madura ngerti bahasa arab arab berbahasa arab karna pondok sampe dewasa pondok karna orang madura bangga orang madura,netral
kliatan kalo anak pesantren,positif
anake sopo iku alhamdulillahnegeri kehabisan santridaiustadzn ahli agamaterimakasih ya rabb,netral
ماشاءالله ustadz ah sehat,positif
alhamdulillah temen orng pondok pesantren persis camplong sampang brengkat mesir,positif
alhamdulillah pondokku bata,netral
alhamdulillah santri bata² madura pamekasan tampil me pamekasan,netral
ya allahanak santrianakku dipesantrenberharap istiqomah belajarinsyaallah harapanku diterima al azharaamiin,positif
lkkv aamiinterimakasihsemoga generasi penerus alim ulamadan bermanfaat umattelah setahun blh keyemu dipesantren,positif
postingan pandangan bertentangan pendapat ustadz uah,netral
gak sabar pengen mondokin anaku trus kirim madinah sekolah agama ya allah mudahkanlah aamiin,netral
pondok pesantren mambaul ulum bata bata pamekasan madura alhamdulillah pesantren bangga,positif
anak pondok modern komunikasi sehari bilingual english n arabic inshaallah mentalnya sdh terasah na & am am la ya ahki,positif
pribadi salut disamping krena fasihnya berbahasa arab gugup ulama² tersohor muda meningkat ilmunya mengkritik adabnyailmunyabahasanya lain² video uah & kutipan orang madura sampe lupa bahasa indonesia & kutipan bgitu santun sopan uah sindiran kebenarannya allah cman nyinyir pling pnting situasi kondisi contoh bnyak santri mengerti maksud dri percapakan alhasil bagus dikemas bahasa arab arab yahh butuh diterjemahkan ituu perkara mudah apalagii mengerti bahasa arab arab bnyak uah ahli fasih bahasa arab arab menempatkan dimana berbahasa arab dimana berbahasa indonesia ditakutkan timbulnya pamer lainlain sebagaiinya anakda niat namanya manusia pandangan berbeda jdi si anak niat tpi org² nelihat bsa timbul anggapan makanyaa menimbulkan hal² memicu pamer lainlain kehati hatian sikap wara & intinyaa ilmu lainlain salut bangga maksud nyinyir,positif
santri madura,netral
mashaallahalhamdulillah salut sm santri skrngpd pinter bhs inggris bhs arab,netral
diterjemahkan ustadz adi,netral
smg meninggalx ahli agama pengasuh pp bata penerus keturunan kyai h mhd abd hamid mutik ah mnjd pengasuh terbaik penerusx n sll d lindungi allah sehat sll lahir n batin amin,positif
bukanya iri coba pesantren masuk lngsung pake bhasa arab gila santrikn pesantren diajarkan dngan perlahan biar santri paham,negatif
la udah d trjemahin uah pke bhasa arab krna tamuguru d undang jga pke bhasa arab temanya jga kn jga biar melatih bhsa aeab santri klo zakir indo seminar bhsa ingris pke bhsa inggris bhsa inggris pke bhsa indonesia mnterjmahkan gitu d bahas seolaholah lu orang gk seneng liat kemampuan orang,netral
bahasa arab arab arab fusha arab ajami yg santri menngunakan bahasa arab arab mengikuti kategori ilmunya bahasa arab fusha orang berilmu contohnya diatas pandai mudah mengartikan al qur & an bahasa arab ajami orang awam negri saudi arabia,netral
nya alasan beliau nanya pakai bahasa arab arab ustadz hadir disitu pondok indonesia,netral
bang temanya jga tafsir quran kyaknya ya biar bhsa arab santri lbih lg,netral
ustadz bercanda,netral
semoga ustadz perlindungan pondok allah swt aamiin,netral
madura pondok modern dg sistem pondok,positif
hadir ustadz,netral
klu anak pesantren mah tk heran pelajaran smngt trs tk blajar,negatif
udah sih anak pondok,netral
alhamdulillah santri indonesia telahpinter bahasa arabmudah an follow upalias jubirdari pondok indonesiapemuda generasi penerus maju pantang mundur semangatallahuakbbar,positif
anak pesantren udah nggk heran,positif
pondokku,netral
temen seangkatan mondok bata² semangat abd wahid bangga bata²,netral
assalamualaikum bro doain ya bro pelajar yah kelas smp pesantren madinnatunajah doain ya bro semoga bermanfaat orang tua,positif
santri keren,netral
bangga santri pp mambaul bata bata,netral
ustadz nya speak arabjadi menyesuaikan ngukur kemampuan mumpung ustadz ahli,netral
dih markonah sirik bae tu bocah pamer & orang pondok mah dh ngmg bahasa arab arab wajib klo ngmg pk bahas arab sm orang asli arab ya anggap aje praktekin ilmunya langsung sm orang arab asli,netral
iki mesti cah pondokanmolane puinter bhs arab,netral
mondok bos,netral
cari pondok sarang rembang orang madura pintar,netral
masha allah madura terkenal pesantren bata sepesantren,positif
ya bagus berbicara arabemang blh berbicara arab pamer kali disitu ustadznya pakai bhs arabv,netral
madura hadir pondok pondok batadankutipan deket rumah gue,netral
santri bahasa arab gua aaamiin aamiiin aamiinn,netral
masyaallah kehendaki ilmu ustadz ituitulah kebenaran allah swt maha suci allah kekuasaannya,netral
orang bego komen negatif yg membanggakan bahasa arab dikatain arab araban beda reaksi anak muda indonesia pakai bahasa arab inggris bahasa arab asing arab langsung dipuji giliran santri plus didepannya ahli agama berbahasa arab trs nanya pakai bahasa arab arab dihujat orang pakai bahasa arab inggris ngga inggris inggris an intinya apapun berbau islam cap salah,negatif
orang bodoh berkomentar mengandalkan otot ketimbang otak pemuda berinteraksi langsung ustadz nya caciketika lu nanya bulebahasa arab lu pake inggris indonesia,negatif
madura siip pondok pondok muba,netral
pondok bata bata masya allah,netral
santri bata² pamekasan,netral
video mondok mambaul & ulum batabata,netral
gontor pondok kak,netral
berbicaradari pondok pondok bata bata madura maseee,netral
benner tu bng orang gk sekolah pesantren kayak gitu ngeceplos,positif
mantap emang jaman orang mendadak ustadz coba ustad dadakan tes basa arab,positif
doa nya sahabat muslim semoga anak terketuk hati ny masuk pesantren mondok aammiinn,positif
liat liat pesantrennya saudari pesantren akhlak santrinya parah sekolah,negatif
assalamu & alaikum ww semoga ustadz dlm sehat dlm lindungan allah ustadz do & ain anakqu fery biar terima pekerjaan usaha suamiqu lancar hutang suamiqu lunas aamiin yaa rabb,positif
pondok pesantren batabata pamekasan madura,positif
barrokallahu semoga alloh swt melindungi uah ahli agama habaib santri,positif
bahasa wajib pesantren al amien batabata banyuanyar madura rata² bahasa arab wajib pesantren bahasa arab indo bahasa arab arab pagi sampe siang bahasa arab ingris keren anak pondok,positif
masya allah oh antum anak santri ya,netral
al amien prenduan sumenep bata bata banyu anyar kecamatan sama² kecamatan palengaan pamekasan sama² besarnya pondok,netral
gue pesantren lancar bahasa arab arab semenjak udh tamat tinggal lingkungan rmh gue lupa bahasa arab arab,positif
madura hadir santri pondok pesantren bata bata,positif
alhamdulillah anak sayake nyadapat berbahasa arabkarna pondok an,netral
masya allah ademnyasmoga ustadz ku bsa jwbbhasa arab,netral
suaranxa santri batadankutipan madura,netral
batabata pondokku,netral
mah pondok² dunia luargabiasa ya asing gitu yak wkwk,netral
klo telusuri pondok mah,netral
coba mondok kak pondok bicaranya pakai bahasa arab arabinggris,netral
yg pondok pesantren nu,positif
aslmuallaikum ustadz tolong doakan anak biar hafiz quran semoga ayahnya menafkahi anak istri rejeki halal amin,netral
mantab santri madurw,netral
santri pondok madura pondok pesantren bata bata pamekasan,positif
mantap santri madura kubangga kcerdasan ny,positif
madura hadir klo bs bgus ny msukan pondok psantren masya allah semoga menghafal alquran tp alangkh bgus ny msukan pondok psantren dn in santri pondok dekt rumh,netral
masyallah tabarakallah semoga santri santri indonesia berbahasa arab,netral
beliau bhs arab karna belajar pesantren alhamdulillah bhs arab karna tkw,positif
allohu akbar masyaallah hebat skali santri,positif
koq beda ustadz kampung sebelah yaa,netral
wkwkwkwkwk kaya kenal ustadz kampung sebelah,netral
